UID,Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
3950,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",1/28/2017,1:03:00,Soyuz ST-B/Fregat-MT,Hispasat AG1,Active,30,Success
3951,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2/14/2017,21:39:00,Ariane 5 ECA,Intelsat 32e/SkyBrasil-1 & Telkom-3S,Active,200,Success
3952,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2/15/2017,3:58:00,PSLV-XL,Cartosat-2D & Rideshares,Active,31,Success
3953,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2/19/2017,14:39:00,Falcon 9 Block 3,CRS-10,Retired,62,Success
3954,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2/22/2017,5:58:00,Soyuz U,Progress MS-05 (66P),Retired,,Success
3955,ULA,"SLC-3E, Vandenberg AFB, California, USA",3/1/2017,17:49:00,Atlas V 401,NROL-79,Active,109,Success
3956,CASIC,"Site 95, Jiuquan Satellite Launch Center, China",3/2/2017,23:53:00,Kaituozhe 2,Tiankun-1,Active,,Success
3957,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",3/7/2017,1:49:00,Vega,Sentinel 2B,Active,37,Success
3958,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",3/16/2017,6:00:00,Falcon 9 Block 3,Echostar 23,Retired,62,Success
3959,MHI,"LA-Y1, Tanegashima Space Center, Japan",3/17/2017,1:20:00,H-IIA 202,IGS-Radar 5,Active,90,Success
3960,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",3/19/2017,0:18:00,"Delta IV Medium+ (5,4)",WGS-9,Retired,,Success
3961,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",3/30/2017,22:27:00,Falcon 9 Block 3,SES-10,Retired,62,Success
3962,CASC,"LC-2, Xichang Satellite Launch Center, China",4/12/2017,11:04:00,Long March 3B/E,Shijian 13,Active,29.15,Success
3963,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",4/18/2017,15:11:00,Atlas V 401,CRS OA-7,Active,109,Success
3964,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",4/20/2017,7:13:00,Soyuz FG,Soyuz MS-04 (50S),Retired,,Success
3965,CASC,"LC-201, Wenchang Satellite Launch Center, China",4/20/2017,11:41:00,Long March 7/YZ-1A,Tianzhou 1,Active,,Success
3966,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",5/1/2017,11:15:00,Falcon 9 Block 3,NROL-76,Retired,62,Success
3967,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",5/4/2017,21:50:00,Ariane 5 ECA,"Koreasat 7, SGDC-1",Active,200,Success
3968,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",5/5/2017,11:27:00,GSLV Mk II,GSAT-9,Active,47,Success
3969,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",5/15/2017,23:21:00,Falcon 9 Block 3,Inmarsat-5 F4,Retired,62,Success
3970,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",5/18/2017,11:54:00,Soyuz ST-A/Fregat-M,SES-15,Active,30,Success
3971,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",5/25/2017,4:20:00,Electron,It's a Test,Active,7.5,Failure
3972,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",5/25/2017,6:33:00,Soyuz 2.1b/Fregat-M,EKS-2,Active,25,Success
3973,MHI,"LA-Y1, Tanegashima Space Center, Japan",6/1/2017,0:17:00,H-IIA 202,QZS-2,Active,90,Success
3974,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",6/1/2017,23:45:00,Ariane 5 ECA,"ViaSat 2, Eutelsat 172B",Active,200,Success
3975,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",6/3/2017,21:07:00,Falcon 9 Block 3,CRS-11,Retired,62,Success
3976,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",6/5/2017,11:58:00,GSLV Mk III,GSAT-19,Active,62,Success
3977,ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",6/8/2017,3:45:00,Proton-M/Briz-M,Echostar 21,Active,65,Success
3978,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",6/14/2017,9:20:00,Soyuz 2.1a,Progress MS-06 (67P),Active,17.42,Success
3979,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",6/15/2017,3:15:00,Long March 4B,HXMT & Others,Active,64.68,Success
3980,CASC,"LC-2, Xichang Satellite Launch Center, China",6/18/2017,16:12:00,Long March 3B/E,ChinaSat 9A,Active,29.15,Partial Failure
3981,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",6/23/2017,3:59:00,PSLV-XL,Cartosat-2E & Rideshares,Active,31,Success
3982,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",6/23/2017,18:04:00,Soyuz 2.1v/Volga,"Cosmos 2519, 2521 and 2523",Active,,Success
3983,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",6/23/2017,19:10:00,Falcon 9 Block 3,BulgariaSat-1,Retired,62,Success
3984,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",6/25/2017,20:25:00,Falcon 9 Block 3,Iridium-2,Retired,62,Success
